Metaprotein,mp_id,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number
RS2_CLOBJ 30S ribosomal protein S2 OS=Clostridium botulinum (strain Kyoto / Type A2) GN=rpsB PE=3 SV=1,2353,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,UniRef50_A7FPZ8,K02967|
RS2_CLONN 30S ribosomal protein S2 OS=Clostridium novyi (strain NT) GN=rpsB PE=3 SV=1,2354,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unassigned,UniRef50_Q185S8,K02967|
RS2_CLOTH 30S ribosomal protein S2 OS=Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) GN=rpsB PE=3 SV=1,2355,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium thermocellum,UniRef50_Q1G9N6,K02967|
RS2_CUPTR 30S ribosomal protein S2 OS=Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CIP 107171 / LMG 19424 / R1) GN=rpsB PE=3 SV=1,2356,Bacteria,unassigned,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q8YHH6,K02967|
RS2_CYTH3 30S ribosomal protein S2 OS=Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469) GN=rpsB PE=3 SV=1,2357,Bacteria,unassigned,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,UniRef50_B3EU84,K02967|
RS2_DESAH 30S ribosomal protein S2 OS=Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2) GN=rpsB PE=3 SV=1,2358,Bacteria,unassigned,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_A0QVB8,K02967|
RS2_DESHD 30S ribosomal protein S2 OS=Desulfitobacterium hafniense (strain DCB-2 / DSM 10664) GN=rpsB PE=3 SV=1,2359,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium hafniense,UniRef50_P51249,K02967|
RS2_ECO8A 30S ribosomal protein S2 OS=Escherichia coli O8 (strain IAI1) GN=rpsB PE=3 SV=1,2360,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_A9KBR3,K02967|
RS2_HALOH 30S ribosomal protein S2 OS=Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562) GN=rpsB PE=3 SV=1,2361,Bacteria,unassigned,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,Halothermothrix orenii,UniRef50_B8CW53,K02967|
RS2_LACBA 30S ribosomal protein S2 OS=Lactobacillus brevis (strain ATCC 367 / JCM 1170) GN=rpsB PE=3 SV=1,2362,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,UniRef50_Q03QS1,K02967|
RS2_LACC3 30S ribosomal protein S2 OS=Lactobacillus casei (strain ATCC 334) GN=rpsB PE=3 SV=1,2363,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,unassigned,unassigned,unassigned,UniRef50_Q044D0,K02967|
RS2_LACH4 30S ribosomal protein S2 OS=Lactobacillus helveticus (strain DPC 4571) GN=rpsB PE=3 SV=1,2364,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_B1X437,K02967|
RS2_LACLA 30S ribosomal protein S2 OS=Lactococcus lactis subsp. lactis (strain IL1403) GN=rpsB PE=3 SV=1,2365,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis subsp. lactis Il1403,UniRef50_Q0SP41,K02967|
RS2_LACPL 30S ribosomal protein S2 OS=Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) GN=rpsB PE=3 SV=1,2366,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,UniRef50_Q88VJ4,K02967|
RS2_LEUMM 30S ribosomal protein S2 OS=Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523) GN=rpsB PE=3 SV=1,2367,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,unassigned,UniRef50_B1MZ65,K02967|
RS2_PORGI 30S ribosomal protein S2 OS=Porphyromonas gingivalis (strain ATCC BAA-308 / W83) GN=rpsB PE=3 SV=1,2368,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q72DQ5,K02967|
RS2_STAS1 30S ribosomal protein S2 OS=Staphylococcus saprophyticus subsp. saprophyticus (strain ATCC 15305 / DSM 20229) GN=rpsB PE=3 SV=1,2369,Bacteria,unassigned,Firmicutes,Bacilli,unassigned,unassigned,unassigned,unassigned,UniRef50_P81289,K02967|
RS2_THEFY 30S ribosomal protein S2 OS=Thermobifida fusca (strain YX) GN=rpsB PE=3 SV=1,2370,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Thermobifida,Thermobifida fusca,UniRef50_Q47S53,K02967|
RS2_THEPX 30S ribosomal protein S2 OS=Thermoanaerobacter sp. (strain X514) GN=rpsB PE=3 SV=1,2371,Bacteria,unassigned,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter sp. X514,UniRef50_Q8RA21,K02967|
RS2_THET2 30S ribosomal protein S2 OS=Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039) GN=rpsB PE=1 SV=2,2372,Bacteria,unassigned,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,UniRef50_P62662,K02967|
RS20_LACS1 30S ribosomal protein S20 OS=Lactobacillus salivarius (strain UCC118) GN=rpsT PE=3 SV=1,2373,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,UniRef50_Q1WU88,K02968|
RS23_BRUMA 40S ribosomal protein S23 OS=Brugia malayi GN=rps-23 PE=2 SV=1,2374,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9SF35,|
RS23_DROME 40S ribosomal protein S23 OS=Drosophila melanogaster GN=RpS23 PE=1 SV=1,2375,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,UniRef50_Q8T3U2,K02973|
RS23_GILMI 40S ribosomal protein S23 OS=Gillichthys mirabilis GN=rps23 PE=2 SV=1,2376,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,Gillichthys,Gillichthys mirabilis,UniRef50_Q6SA96,|
RS23_RAT 40S ribosomal protein S23 OS=Rattus norvegicus GN=Rps23 PE=1 SV=3,2377,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P62266,K02973|
RS27A_ICTPU Ubiquitin-40S ribosomal protein S27a OS=Ictalurus punctatus GN=rps27a PE=2 SV=2,2378,Eukaryota,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P62979,|
RS27A_PLUXY Ubiquitin-40S ribosomal protein S27a OS=Plutella xylostella PE=2 SV=2,2379,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,unassigned,unassigned,unassigned,UniRef50_P68202,K02977|
RS3_ALKOO 30S ribosomal protein S3 OS=Alkaliphilus oremlandii (strain OhILAs) GN=rpsC PE=3 SV=1,2380,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,unassigned,UniRef50_P73314,K02982|
RS3_AMBME 40S ribosomal protein S3 OS=Ambystoma mexicanum GN=RPS3 PE=2 SV=1,2381,Eukaryota,Metazoa,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,Ambystoma mexicanum,UniRef50_P23396-2,|
RS3_BACV8 30S ribosomal protein S3 OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=rpsC PE=3 SV=1,2382,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,unassigned,unassigned,unassigned,UniRef50_Q8A482,K02982|
RS3_BIFLD 30S ribosomal protein S3 OS=Bifidobacterium longum (strain DJO10A) GN=rpsC PE=3 SV=1,2383,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unassigned,UniRef50_P0A5X7,K02982|
RS3_CAEEL 40S ribosomal protein S3 OS=Caenorhabditis elegans GN=rps-3 PE=3 SV=1,2384,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,UniRef50_Q06559,K02985|
RS3_CLOK1 30S ribosomal protein S3 OS=Clostridium kluyveri (strain NBRC 12016) GN=rpsC PE=3 SV=1,2385,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_A0LIJ6,K02982|
RS3_CLOPH 30S ribosomal protein S3 OS=Clostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) GN=rpsC PE=3 SV=1,2386,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P21465,K02982|
RS3_FINM2 30S ribosomal protein S3 OS=Finegoldia magna (strain ATCC 29328) GN=rpsC PE=3 SV=1,2387,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_B0JHZ7,K02982|
RS3_MANSE 40S ribosomal protein S3 OS=Manduca sexta GN=RpS3 PE=2 SV=1,2388,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca sexta,UniRef50_P05750,|
RS3_PARD8 30S ribosomal protein S3 OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=rpsC PE=3 SV=1,2389,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_O84527,K02982|
RS3_PASMU 30S ribosomal protein S3 OS=Pasteurella multocida (strain Pm70) GN=rpsC PE=3 SV=1,2390,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P44372,|
RS3_PELTS 30S ribosomal protein S3 OS=Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI) GN=rpsC PE=3 SV=1,2391,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,Pelotomaculum thermopropionicum,UniRef50_P02353,K02982|
RS3_PEPD6 30S ribosomal protein S3 OS=Peptoclostridium difficile (strain 630) GN=rpsC PE=3 SV=1,2392,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unassigned,[Clostridium] difficile,UniRef50_A1WHD1,K02982|
RS3_RAT 40S ribosomal protein S3 OS=Rattus norvegicus GN=Rps3 PE=1 SV=1,2393,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P23396,K02985|
RS3_SYMTH 30S ribosomal protein S3 OS=Symbiobacterium thermophilum (strain T / IAM 14863) GN=rpsC PE=3 SV=1,2394,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVIII. Incertae Sedis,Symbiobacterium,Symbiobacterium thermophilum,UniRef50_Q4JT53,K02982|
RS3_TREDE 30S ribosomal protein S3 OS=Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222) GN=rpsC PE=3 SV=1,2395,Bacteria,unassigned,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema denticola,UniRef50_O83225,K02982|
RS4_BACTN 30S ribosomal protein S4 OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=rpsD PE=3 SV=1,2396,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,unassigned,unassigned,unassigned,UniRef50_A6LEG6,K02986|
RS4_BIFLS 30S ribosomal protein S4 OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) GN=rpsD PE=3 SV=1,2397,Bacteria,unassigned,Actinobacteria,Actinobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_A1A195,K02986|
RS4_BORBP 30S ribosomal protein S4 OS=Borreliella bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi) GN=rpsD PE=3 SV=1,2398,Bacteria,unassigned,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia bavariensis,UniRef50_Q660Q7,K02986|
RS4_CLOCE 30S ribosomal protein S4 OS=Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) GN=rpsD PE=3 SV=1,2399,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P62664,K02986|
RS4_DEHMC 30S ribosomal protein S4 OS=Dehalococcoides mccartyi (strain CBDB1) GN=rpsD PE=3 SV=1,2400,Bacteria,unassigned,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi,UniRef50_Q3Z954,K02986|
RS4_EHRCR 30S ribosomal protein S4 OS=Ehrlichia chaffeensis (strain ATCC CRL-10679 / Arkansas) GN=rpsD PE=3 SV=1,2401,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia chaffeensis,UniRef50_Q5PBD6,K02986|
RS4_FLAJ1 30S ribosomal protein S4 OS=Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) GN=rpsD PE=3 SV=1,2402,Bacteria,unassigned,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,UniRef50_O66484,K02986|
RS4_PEDPA 30S ribosomal protein S4 OS=Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w) GN=rpsD PE=3 SV=1,2403,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P81288,K02986|
RS4_PORGI 30S ribosomal protein S4 OS=Porphyromonas gingivalis (strain ATCC BAA-308 / W83) GN=rpsD PE=3 SV=1,2404,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q7NFF4,K02986|
RS4_PSEHT 30S ribosomal protein S4 OS=Pseudoalteromonas haloplanktis (strain TAC 125) GN=rpsD PE=3 SV=1,2405,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_P44373,K02986|
RS4_SYNP6 30S ribosomal protein S4 OS=Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) GN=rpsD PE=3 SV=1,2406,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_A0T0W7,K02986|
RS4B_BDEBA 30S ribosomal protein S4 B OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100) GN=rpsD2 PE=3 SV=1,2407,Bacteria,unassigned,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,UniRef50_Q6MIP0,K02986|
RS4B_CLOAB Putative 30S ribosomal protein S4 B OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) GN=rpsD2 PE=3 SV=1,2408,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium acetobutylicum,UniRef50_Q97IP6,K02986|
RS5_ALISL 30S ribosomal protein S5 OS=Aliivibrio salmonicida (strain LFI1238) GN=rpsE PE=3 SV=1,2409,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_Q5E897,K02988|
RS5_BIFAA 30S ribosomal protein S5 OS=Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a) GN=rpsE PE=3 SV=1,2410,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,UniRef50_A0QSG6,K02988|
RS5_BIFLS 30S ribosomal protein S5 OS=Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12) GN=rpsE PE=3 SV=1,2411,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,unassigned,UniRef50_P59122,K02988|
RS5_BUCAK 30S ribosomal protein S5 OS=Buchnera aphidicola subsp. Acyrthosiphon kondoi GN=rpsE PE=3 SV=2,2412,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Acyrthosiphon kondoi endosymbiont,UniRef50_P46183,|
RS5_CLOTH 30S ribosomal protein S5 OS=Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) GN=rpsE PE=3 SV=1,2413,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P59125,K02988|
RS5_LACLS 30S ribosomal protein S5 OS=Lactococcus lactis subsp. cremoris (strain SK11) GN=rpsE PE=3 SV=1,2414,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9CDY0,K02988|
RS5_LACS1 30S ribosomal protein S5 OS=Lactobacillus salivarius (strain UCC118) GN=rpsE PE=3 SV=1,2415,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus salivarius,UniRef50_Q1WSA7,K02988|
RS5_PARUW 30S ribosomal protein S5 OS=Protochlamydia amoebophila (strain UWE25) GN=rpsE PE=3 SV=1,2416,Bacteria,unassigned,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia amoebophila,UniRef50_Q9Z7S3,K02988|
RS5_PEPD6 30S ribosomal protein S5 OS=Peptoclostridium difficile (strain 630) GN=rpsE PE=3 SV=1,2417,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,unassigned,unassigned,unassigned,UniRef50_P21467,K02988|
RS5_RUBXD 30S ribosomal protein S5 OS=Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129) GN=rpsE PE=3 SV=1,2418,Bacteria,unassigned,Actinobacteria,Actinobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter xylanophilus,UniRef50_P46790,K02988|
RS5_THETH 30S ribosomal protein S5 OS=Thermus thermophilus GN=rpsE PE=1 SV=4,2419,Bacteria,unassigned,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,UniRef50_P62665,|
RS5_THICR 30S ribosomal protein S5 OS=Thiomicrospira crunogena (strain XCL-2) GN=rpsE PE=3 SV=1,2420,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira crunogena,UniRef50_Q488Z6,K02988|
RS5_YERPS 30S ribosomal protein S5 OS=Yersinia pseudotuberculosis serotype I (strain IP32953) GN=rpsE PE=3 SV=1,2421,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_Q89A82,K02988|
RS6_AKKM8 30S ribosomal protein S6 OS=Akkermansia muciniphila (strain ATCC BAA-835 / Muc) GN=rpsF PE=3 SV=1,2422,Bacteria,unassigned,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,Akkermansia muciniphila,UniRef50_B2UL25,K02990|
RS6_BACFN 30S ribosomal protein S6 OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343) GN=rpsF PE=3 SV=1,2423,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,UniRef50_A6KWD7,K02990|
RS6_BACTN 30S ribosomal protein S6 OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=rpsF PE=3 SV=1,2424,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,UniRef50_Q8A5S5,K02990|
RS6_BIFLO 30S ribosomal protein S6 OS=Bifidobacterium longum (strain NCC 2705) GN=rpsF PE=3 SV=1,2425,Bacteria,unassigned,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,UniRef50_A0R7F9,K02990|
RS6_LACAC 30S ribosomal protein S6 OS=Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) GN=rpsF PE=3 SV=1,2426,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,unassigned,unassigned,unassigned,UniRef50_Q5LY48,K02990|
RS6_XANOR 30S ribosomal protein S6 OS=Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85) GN=rpsF PE=3 SV=1,2427,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P02358,K02990|
RS6_YERPY 30S ribosomal protein S6 OS=Yersinia pseudotuberculosis serotype O:3 (strain YPIII) GN=rpsF PE=3 SV=1,2428,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pseudotuberculosis,UniRef50_Q9CLN8,K02990|
RS6A_YEAST 40S ribosomal protein S6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS6A PE=1 SV=1,2429,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,unassigned,unassigned,UniRef50_P0CX37,|K02991|
RS7_AKKM8 30S ribosomal protein S7 OS=Akkermansia muciniphila (strain ATCC BAA-835 / Muc) GN=rpsG PE=3 SV=1,2430,Bacteria,unassigned,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,Akkermansia muciniphila,UniRef50_Q85AI6,K02992|
RS7_BACFR 30S ribosomal protein S7 OS=Bacteroides fragilis (strain YCH46) GN=rpsG PE=3 SV=1,2431,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unassigned,UniRef50_Q8A473,K02992|
RS7_BACV8 30S ribosomal protein S7 OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=rpsG PE=3 SV=1,2432,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,unassigned,unassigned,unassigned,UniRef50_A6LEJ4,K02992|
RS7_CLONN 30S ribosomal protein S7 OS=Clostridium novyi (strain NT) GN=rpsG PE=3 SV=1,2433,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9TLV7,K02992|
RS7_CLOTH 30S ribosomal protein S7 OS=Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) GN=rpsG PE=3 SV=1,2434,Bacteria,unassigned,Firmicutes,Clostridia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6N4T3,K02992|
RS7_CORA7 30S ribosomal protein S7 OS=Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CN-1) GN=rpsG PE=3 SV=1,2435,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum,UniRef50_Q7VJ84,K02992|
RS7_EUBE2 30S ribosomal protein S7 OS=Eubacterium eligens (strain ATCC 27750 / VPI C15-48) GN=rpsG PE=3 SV=1,2436,Bacteria,unassigned,Firmicutes,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P21469,K02992|
RS7_MYCUA 30S ribosomal protein S7 OS=Mycobacterium ulcerans (strain Agy99) GN=rpsG PE=3 SV=1,2437,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P38526,K02992|
RS7_SALDC 30S ribosomal protein S7 OS=Salmonella dublin (strain CT_02021853) GN=rpsG PE=3 SV=1,2438,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6B8X9,K02992|
RS7_THIDA 30S ribosomal protein S7 OS=Thiobacillus denitrificans (strain ATCC 25259) GN=rpsG PE=3 SV=1,2439,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,Thiobacillus denitrificans,UniRef50_A7HBL5,K02992|
RS7_WOLPP 30S ribosomal protein S7 OS=Wolbachia pipientis subsp. Culex pipiens (strain wPip) GN=rpsG PE=3 SV=1,2440,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Culex quinquefasciatus,UniRef50_Q2GJ59,K02992|
RS8_BACCN 30S ribosomal protein S8 OS=Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98) GN=rpsH PE=3 SV=1,2441,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P14826,K02994|
RS8_BACFN 30S ribosomal protein S8 OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343) GN=rpsH PE=3 SV=1,2442,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unassigned,UniRef50_Q8A490,K02994|
RS8_CLOPS 30S ribosomal protein S8 OS=Clostridium perfringens (strain SM101 / Type A) GN=rpsH PE=3 SV=1,2443,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P12879,K02994|
RS8_CYTH3 30S ribosomal protein S8 OS=Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469) GN=rpsH PE=3 SV=1,2444,Bacteria,unassigned,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga hutchinsonii,UniRef50_Q11QC6,K02994|
RS8_DECAR 30S ribosomal protein S8 OS=Dechloromonas aromatica (strain RCB) GN=rpsH PE=3 SV=1,2445,Bacteria,unassigned,Proteobacteria,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q8D1Z8,K02994|
RS8_ECO55 30S ribosomal protein S8 OS=Escherichia coli (strain 55989 / EAEC) GN=rpsH PE=3 SV=1,2446,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q6CZY4,K02994|
